koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra,dec,koi_kepmag
7.21203748,1.55E-05,-1.55E-05,172.81782,1.63E-03,-1.63E-03,0.012,0.394,-0.012,4.0491,0.058,-0.058,9.50E+02,1.95E+01,-1.95E+01,3.32,1.09E+00,-3.60E-01,1025,,,260.58,252.7,-84.01,51.5,6214,174,-239,4.442,0.054,-0.216,1.076,0.353,-0.118,291.65353,38.494659,15.541
14.1798187,1.64E-04,-1.64E-04,171.50237,7.60E-03,-7.60E-03,0.1601,0.2975,-0.16,2.505,0.315,-0.315,4.60E+02,5.19E+01,-5.19E+01,1.88,7.10E-01,-1.40E-01,711,,,60.35,67.75,-14.34,11.2,5799,161,-168,4.539,0.027,-0.275,0.878,0.333,-0.065,291.0448,51.321671,15.727
8.47237911,1.56E-05,-1.56E-05,174.16212,1.49E-03,-1.49E-03,0.022,0.378,-0.022,2.7245,0.0484,-0.0484,1.12E+03,2.67E+01,-2.67E+01,2.59,3.70E-01,-2.20E-01,751,,,75.44,35.44,-19.3,47.6,5354,159,-159,4.587,0.032,-0.104,0.788,0.113,-0.066,296.36652,51.319519,15.339
60.4189369,5.04E-04,-5.04E-04,181.16367,6.25E-03,-6.25E-03,0.094,0.359,-0.094,5.039,0.184,-0.184,9.31E+02,4.96E+01,-4.96E+01,2.36,3.40E-01,-2.00E-01,390,,,5.49,2.58,-1.4,20.1,5354,159,-159,4.587,0.032,-0.104,0.788,0.113,-0.066,296.36652,51.319519,15.339
12.61190435,6.65E-06,-6.65E-06,180.892284,4.13E-04,-4.13E-04,0.55,0.065,-0.128,5.1497,0.0592,-0.0592,6.11E+03,2.76E+01,-2.76E+01,7.4,2.20E+00,-7.30E-01,753,,,76.15,66.33,-21.39,277.2,5795,156,-173,4.508,0.039,-0.208,0.919,0.273,-0.091,289.11221,51.737381,15.14
1.433769925,7.41E-07,-7.41E-07,170.403536,3.97E-04,-3.97E-04,1.268,5.652,-0.123,1.8868,0.0232,-0.0232,1.98E+03,2.04E+01,-2.04E+01,46.58,8.01E+00,-8.00E+00,1920,,,3209.29,1411.94,-1136.62,112.6,6017,72,-90,4.22,0.156,-0.117,1.339,0.23,-0.23,290.84369,37.728828,15.122
10.31872301,2.85E-05,-2.85E-05,173.31543,2.24E-03,-2.24E-03,1.215,59.52,-0.463,3.836,0.121,-0.121,8.72E+02,2.64E+01,-2.64E+01,28.59,8.61E+00,-3.69E+00,876,,,139.26,125.69,-46.77,38.2,5927,176,-193,4.409,0.084,-0.196,1.06,0.319,-0.137,291.84891,37.713501,15.065
2.539183147,5.07E-06,-5.07E-06,169.67494,1.60E-03,-1.60E-03,0.238,0.198,-0.238,2.4282,0.0559,-0.0559,3.82E+02,1.14E+01,-1.14E+01,2.06,2.90E-01,-2.80E-01,1332,,,743.09,290.34,-212.44,38.9,5519,82,-74,4.35,0.126,-0.103,1.062,0.154,-0.14,291.43997,37.905659,15.026
6.770300385,9.54E-06,-9.54E-06,170.57662,1.08E-03,-1.08E-03,0.838,0.083,-0.589,2.0844,0.0454,-0.0454,1.30E+03,2.97E+01,-2.97E+01,2.77,4.60E-01,-1.50E-01,812,,,102.87,53.88,-21.24,50.8,5653,166,-166,4.656,0.028,-0.112,0.679,0.112,-0.037,290.87051,38.273628,15.591
0.444291966,9.70E-08,-9.70E-08,169.865406,1.69E-04,-1.69E-04,1.258,0.334,-0.141,2.0792,0.0115,-0.0115,1.10E+04,4.59E+01,-4.59E+01,27.51,3.46E+00,-1.73E+00,1836,,,2706.26,1149.42,-599.58,299.7,5255,156,-156,4.678,0.028,-0.083,0.636,0.08,-0.04,290.99689,38.28492,15.748
10.181584,6.19E-06,-6.19E-06,177.141891,4.83E-04,-4.83E-04,0.92,0.007,-0.005,3.5089,0.0331,-0.0331,5.74E+03,5.32E+01,-5.32E+01,7.73,2.17E+00,-7.20E-01,812,,,102.91,86.75,-28.91,183.6,5988,179,-197,4.541,0.048,-0.192,0.836,0.234,-0.078,291.28195,38.241669,15.657
20.06036336,5.84E-05,-5.84E-05,147.46554,2.41E-03,-2.41E-03,0.556,0.323,-0.368,3.3203,0.0754,-0.0754,1.49E+03,4.51E+01,-4.51E+01,1.96,1.30E-01,-1.60E-01,361,,,4,0.89,-0.9,35.2,3950,70,-86,4.754,0.042,-0.031,0.493,0.033,-0.04,286.07913,39.27832,15.954
46.1842039,2.65E-04,-2.65E-04,165.23729,4.30E-03,-4.30E-03,0.013,0.415,-0.013,4.758,0.13,-0.13,1.39E+03,5.64E+01,-5.64E+01,1.83,1.20E-01,-1.50E-01,273,,,1.32,0.29,-0.3,26,3950,70,-86,4.754,0.042,-0.031,0.493,0.033,-0.04,286.07913,39.27832,15.954
23.9800854,2.00E-04,-2.00E-04,147.537,6.47E-03,-6.47E-03,0.95,0.004,-0.66,5.351,0.177,-0.177,1.04E+02,6.50E+00,-6.50E+00,1.31,2.00E-01,-1.30E-01,649,,,41.94,17.84,-10.73,17.1,5854,105,-117,4.406,0.09,-0.11,1.012,0.154,-0.103,300.86398,44.337551,12.882
7.82502168,3.89E-05,-3.89E-05,136.54995,4.36E-03,-4.36E-03,0.708,0.234,-0.487,2.186,0.12,-0.12,5.21E+02,3.64E+01,-3.64E+01,1.2,8.00E-02,-1.00E-01,494,,,14.05,3.1,-3.19,15.9,3950,70,-86,4.754,0.042,-0.031,0.493,0.033,-0.04,286.07913,39.27832,15.954
3.895936525,7.71E-07,-7.71E-07,170.527552,1.57E-04,-1.57E-04,0.524,0.069,-0.237,2.3111,0.0302,-0.0302,8.54E+03,2.95E+01,-2.95E+01,7.34,1.53E+00,-6.50E-01,1005,,,241.62,155.31,-64.19,370.8,5557,167,-167,4.592,0.034,-0.136,0.774,0.161,-0.069,294.65524,39.308361,15.725
22.36646466,9.76E-05,-9.76E-05,175.45862,3.54E-03,-3.54E-03,0.4,0.066,-0.4,5.228,0.122,-0.122,9.87E+02,3.51E+01,-3.51E+01,2.32,3.80E-01,-1.60E-01,536,,,19.45,10.29,-4.56,32.1,5395,160,-160,4.615,0.032,-0.104,0.734,0.122,-0.052,294.71063,39.52174,15.583
1.625522174,1.58E-07,-1.58E-07,170.8266564,7.61E-05,-7.61E-05,0.076,0.022,-0.076,2.38963,0.00338,-0.00338,7.97E+03,1.18E+01,-1.18E+01,9.73,1.41E+00,-1.42E+00,1579,,,1467.41,576.36,-452.24,799.7,5539,83,-74,4.322,0.137,-0.1,1.106,0.161,-0.161,293.87192,38.422939,15.001
19.62034692,3.73E-06,-3.73E-06,181.881819,1.48E-04,-1.48E-04,0.458,0.08,-0.165,2.0038,0.0292,-0.0292,2.17E+04,8.50E+01,-8.50E+01,13.6,1.82E+00,-9.20E-01,643,,,40.39,14.34,-7.31,340.5,5710,76,-85,4.492,0.048,-0.112,0.905,0.121,-0.061,293.81619,38.563568,15.562
7.544039,1.02E-04,-1.02E-04,171.7982,1.05E-02,-1.05E-02,1.175,33.63,-0.911,6.222,0.731,-0.731,3.23E+02,2.82E+01,-2.82E+01,17.47,4.12E+00,-1.65E+00,838,,,116.46,81.18,-31.91,14.2,5657,152,-169,4.567,0.038,-0.152,0.824,0.194,-0.078,293.94116,38.601101,15.559
9.02930689,1.65E-05,-1.65E-05,177.20422,1.42E-03,-1.42E-03,0.024,0.401,-0.024,3.1449,0.0528,-0.0528,1.02E+03,2.19E+01,-2.19E+01,2.57,4.40E-01,-2.60E-01,757,,,77.75,43.01,-22.28,53.9,5349,167,-167,4.526,0.063,-0.108,0.82,0.141,-0.082,290.33362,38.72823,15.387
10.32803571,3.76E-06,-3.76E-06,174.581054,3.06E-04,-3.06E-04,0.281,0.04,-0.064,7.7915,0.0272,-0.0272,1.69E+04,3.18E+01,-3.18E+01,13.28,3.64E+00,-2.41E+00,843,,,119.31,98.49,-48.58,636.8,5627,169,-169,4.359,0.18,-0.18,1.024,0.28,-0.186,287.69675,38.886452,15.646
143.2063047,2.35E-04,-2.35E-04,154.23552,1.30E-03,-1.30E-03,0.379,0.073,-0.273,8.9302,0.0961,-0.0961,1.06E+04,8.24E+01,-8.24E+01,8.9,8.20E-01,-3.80E-01,308,,,2.14,0.59,-0.35,138.8,5485,98,-120,4.556,0.014,-0.081,0.867,0.079,-0.037,285.28363,38.947281,15.403
6.164876,4.64E-05,-4.64E-05,135.63916,6.61E-03,-6.61E-03,0.646,0.323,-0.43,3.262,0.186,-0.186,5.58E+01,4.30E+00,-4.30E+00,0.79,1.30E-01,-8.00E-02,1021,,,256.35,109.03,-65.57,14.4,5854,105,-117,4.406,0.09,-0.11,1.012,0.154,-0.103,300.86398,44.337551,12.882
60.32494216,3.21E-05,-3.21E-05,243.892578,4.23E-04,-4.23E-04,0.224,0.067,-0.146,6.6188,0.0327,-0.0327,2.03E+04,6.40E+01,-6.40E+01,12.19,1.11E+00,-5.20E-01,411,,,6.77,1.89,-1.09,347.2,5485,98,-120,4.556,0.014,-0.081,0.867,0.079,-0.037,285.28363,38.947281,15.403
29.1598615,2.53E-04,-2.53E-04,150.69922,7.18E-03,-7.18E-03,0.3619,0.0945,-0.3618,4.803,0.2,-0.2,4.88E+02,4.35E+01,-4.35E+01,1.91,2.00E-01,-7.00E-02,524,,,17.85,5.61,-2.68,11.6,5485,99,-112,4.556,0.014,-0.094,0.867,0.092,-0.034,285.28363,38.947281,15.403
1.540397253,2.70E-06,-2.70E-06,170.50479,1.50E-03,-1.50E-03,1.225,6.813,-0.101,2.1541,0.0846,-0.0846,8.16E+02,2.57E+01,-2.57E+01,25.69,7.44E+00,-2.33E+00,1470,,,1105.68,965.56,-306.98,38.8,5663,171,-188,4.53,0.036,-0.204,0.915,0.265,-0.083,286.92639,38.921631,15.974
2.99025443,1.17E-05,-1.17E-05,171.9834,3.09E-03,-3.09E-03,0.014,0.334,-0.014,5.414,0.113,-0.113,5.89E+02,1.41E+01,-1.41E+01,1.7,1.00E-01,-1.50E-01,918,,,168.45,43.55,-45.45,48.5,4667,140,-154,4.578,0.048,-0.028,0.731,0.042,-0.063,287.74881,38.92955,15.842
1.594745374,1.13E-07,-1.13E-07,170.6483505,5.79E-05,-5.79E-05,0.514,0.022,-0.037,1.9604,0.0106,-0.0106,1.50E+04,2.03E+01,-2.03E+01,11.3,3.09E+00,-1.33E+00,1539,,,1329.42,1067.75,-412.98,1009.3,5934,160,-178,4.491,0.065,-0.195,0.893,0.244,-0.105,285.21381,39.027481,15.53
4.783002698,5.43E-06,-5.43E-06,170.508434,9.43E-04,-9.43E-04,0.003,0.425,-0.003,2.335,0.0332,-0.0332,1.01E+03,1.66E+01,-1.66E+01,2.5,3.40E-01,-1.90E-01,886,,,145.48,66.39,-35.12,70.6,5170,155,-155,4.574,0.026,-0.097,0.807,0.111,-0.06,287.09399,39.060719,15.119
20.50588921,3.21E-05,-3.21E-05,181.43428,1.22E-03,-1.22E-03,0.26,0.151,-0.26,4.0595,0.0481,-0.0481,2.11E+03,3.10E+01,-3.10E+01,3.41,2.80E-01,-3.10E-01,518,,,17.06,5.47,-4.61,78.5,4905,148,-148,4.544,0.072,-0.044,0.761,0.063,-0.07,289.31543,39.153278,15.398
3.340218842,3.18E-06,-3.18E-06,171.979062,7.50E-04,-7.50E-04,0.466,0.002,-0.437,1.9104,0.0318,-0.0318,1.63E+03,2.66E+01,-2.66E+01,2.03,1.30E-01,-1.70E-01,656,,,43.73,9.67,-9.92,71.6,3950,70,-86,4.754,0.042,-0.031,0.493,0.033,-0.04,286.07913,39.27832,15.954
2.507089906,2.40E-06,-2.40E-06,171.002455,8.35E-04,-8.35E-04,1.255,16.5,-0.349,2.0067,0.0427,-0.0427,1.34E+03,2.47E+01,-2.47E+01,30.26,9.57E+00,-3.19E+00,1326,,,730.47,699.82,-230.11,64.9,5926,184,-226,4.506,0.054,-0.216,0.939,0.297,-0.099,295.37805,40.493401,15.555
18.64932728,5.20E-05,-5.20E-05,174.771,2.24E-03,-2.24E-03,0.08,0.329,-0.08,4.4056,0.0687,-0.0687,8.94E+02,2.09E+01,-2.09E+01,3.12,4.70E-01,-2.80E-01,701,,,57.13,22.99,-12.26,46.1,5775,78,-78,4.405,0.066,-0.123,1.053,0.161,-0.094,290.46176,40.562462,15.386
4.90144976,1.07E-05,-1.07E-05,138.60548,1.75E-03,-1.75E-03,0.529,0.021,-0.46,4.1654,0.0585,-0.0585,1.41E+02,2.90E+00,-2.90E+00,1.7,8.00E-02,-5.00E-02,1262,,,598.74,84.12,-66.83,50.6,5847,64,-75,4.191,0.02,-0.018,1.402,0.063,-0.046,297.02826,48.208611,12.487
9.75192101,4.83E-05,-4.83E-05,138.78608,3.60E-03,-3.60E-03,0.949,0.028,-0.673,4.793,0.181,-0.181,4.18E+02,1.62E+01,-1.62E+01,2.76,4.30E-01,-2.40E-01,870,,,135.66,54.6,-29.09,28.5,5775,78,-78,4.405,0.066,-0.123,1.053,0.161,-0.094,290.46176,40.562462,15.386
38.5576546,1.77E-04,-1.77E-04,163.85063,4.07E-03,-4.07E-03,0.911,0.025,-0.663,5.794,0.199,-0.199,9.93E+02,2.68E+01,-2.68E+01,4.02,6.20E-01,-3.60E-01,550,,,21.71,8.73,-4.66,39.7,5775,78,-78,4.405,0.066,-0.123,1.053,0.161,-0.094,290.46176,40.562462,15.386
3.525632539,1.50E-07,-1.50E-07,170.0479951,3.33E-05,-3.33E-05,0.12,0.006,-0.084,2.59959,0.00079,-0.00079,2.23E+04,1.31E+01,-1.31E+01,11.58,9.00E-01,-4.80E-01,975,,,213.12,50.79,-29.54,1996.7,5150,82,-82,4.572,0.02,-0.064,0.793,0.062,-0.033,290.58173,40.5774,15.224
34.84398644,4.04E-05,-4.04E-05,172.633252,9.40E-04,-9.40E-04,0.934,0.575,-0.031,2.9315,0.0702,-0.0702,4.52E+03,8.25E+01,-8.25E+01,7.61,1.72E+00,-9.10E-01,511,,,16.1,11.1,-5.08,76.8,5509,166,-166,4.482,0.081,-0.15,0.871,0.196,-0.105,285.92001,39.624828,15.684
7.748094239,7.55E-06,-7.55E-06,174.997206,7.65E-04,-7.65E-04,0.517,0.237,-0.325,3.5957,0.043,-0.043,2.47E+03,2.57E+01,-2.57E+01,5.52,1.70E+00,-5.60E-01,964,,,204.39,186.49,-63.82,113.2,5973,169,-232,4.439,0.052,-0.221,1.085,0.334,-0.111,294.4899,39.771439,15.67
23.96793669,9.25E-05,-9.25E-05,186.22182,3.05E-03,-3.05E-03,0.416,0.053,-0.416,3.827,0.113,-0.113,1.18E+03,4.61E+01,-4.61E+01,1.8,1.00E-01,-1.50E-01,329,,,2.77,0.58,-0.64,27.5,3747,75,-83,4.728,0.042,-0.025,0.524,0.03,-0.044,283.86639,39.898079,15.414
8.29561738,2.37E-05,-2.37E-05,135.79284,2.19E-03,-2.19E-03,0.888,0.062,-0.612,1.3421,0.0773,-0.0773,8.24E+02,5.75E+01,-5.75E+01,1.82,1.00E-01,-1.50E-01,469,,,11.39,2.4,-2.65,17.9,3747,75,-83,4.728,0.042,-0.025,0.524,0.03,-0.044,283.86639,39.898079,15.414
8.11437482,1.09E-05,-1.09E-05,176.33968,1.07E-03,-1.07E-03,0.573,0,-0.468,2.2736,0.0447,-0.0447,1.56E+03,3.20E+01,-3.20E+01,2.1,1.40E-01,-1.60E-01,460,,,10.55,2.46,-2.31,56.4,3692,73,-83,4.753,0.032,-0.039,0.517,0.035,-0.039,288.81201,40.033401,15.877
38.03672948,3.48E-06,-3.48E-06,196.934947,7.16E-05,-7.16E-05,0.501,0.003,-0.005,4.34617,0.00645,-0.00645,8.29E+04,8.33E+01,-8.33E+01,27.5,5.28E+00,-2.27E+00,500,,,14.81,8.85,-3.91,1300,5575,166,-183,4.521,0.038,-0.152,0.932,0.179,-0.077,294.14789,40.055538,15.472
4.64090031,1.49E-05,-1.49E-05,173.64638,2.61E-03,-2.61E-03,1.28,0.098,-0.07,35.512,0.274,-0.274,2.45E+03,1.17E+01,-1.17E+01,30.09,5.79E+00,-3.14E+00,1155,,,421.08,257.38,-124,296.9,6463,205,-205,4.5,0.087,-0.163,0.826,0.159,-0.086,295.11371,40.071171,15.27
3.747838198,3.90E-06,-3.90E-06,171.66504,9.02E-04,-9.02E-04,1.121,1.104,-0.035,5.0642,0.0445,-0.0445,6.16E+02,5.30E+00,-5.30E+00,13.65,3.11E+00,-1.04E+00,1031,,,266.76,180.49,-62.76,138.2,5514,149,-149,4.569,0.029,-0.162,0.826,0.188,-0.063,291.06152,50.265129,13.496
14.74914825,2.17E-05,-2.17E-05,138.77799,1.18E-03,-1.18E-03,0.173,0.262,-0.173,6.0995,0.044,-0.044,4.30E+02,4.20E+00,-4.20E+00,2.89,1.30E-01,-1.00E-01,874,,,137.91,19.38,-15.39,107.4,5847,64,-75,4.191,0.02,-0.018,1.402,0.063,-0.046,297.02826,48.208611,12.487
21.81295996,7.23E-05,-7.23E-05,174.01085,2.61E-03,-2.61E-03,0.053,0.394,-0.053,4.3791,0.091,-0.091,1.18E+03,3.58E+01,-3.58E+01,3.38,9.10E-01,-4.90E-01,639,,,39.33,31.88,-13.85,37.8,5601,166,-166,4.41,0.116,-0.188,0.999,0.269,-0.145,294.77686,40.15374,15.54
7.91936937,2.04E-06,-2.04E-06,172.181092,2.02E-04,-2.02E-04,0.733,0.01,-0.011,3.3148,0.0209,-0.0209,1.51E+04,4.98E+01,-4.98E+01,10.34,2.59E+00,-8.70E-01,814,,,104,77.2,-26.78,389,5690,154,-172,4.588,0.04,-0.16,0.776,0.195,-0.065,283.53845,40.217999,15.805
1.028436523,7.05E-07,-7.05E-07,170.228582,5.40E-04,-5.40E-04,1.5734,0.2599,-0.3164,1.8606,0.034,-0.034,8.10E+03,1.27E+02,-1.27E+02,72.77,2.77E+01,-8.60E+00,1947,,,3400.48,3879.25,-1109.02,89.6,6228,183,-219,4.428,0.077,-0.272,0.99,0.377,-0.117,296.00699,40.295429,15.202
15.37562369,1.02E-05,-1.02E-05,173.61402,6.08E-04,-6.08E-04,0.692,0.033,-0.066,3.3169,0.0645,-0.0645,1.53E+04,1.14E+02,-1.14E+02,11.01,4.40E-01,-8.20E-01,600,,,30.54,4.61,-5.99,166,4986,79,-79,4.496,0.075,-0.025,0.833,0.033,-0.062,283.25354,40.358189,16.422
8.10363271,2.03E-05,-2.03E-05,176.9486,2.05E-03,-2.05E-03,0.047,0.409,-0.047,3.161,0.0635,-0.0635,8.88E+02,2.45E+01,-2.45E+01,2.11,1.80E-01,-2.00E-01,687,,,52.82,16.3,-14.35,39.3,4861,131,-146,4.574,0.054,-0.041,0.732,0.062,-0.068,283.22141,40.421829,15.289
4.71510843,1.94E-05,-1.94E-05,134.96178,3.24E-03,-3.24E-03,0.258,0.195,-0.258,2.506,0.103,-0.103,4.18E+02,2.20E+01,-2.20E+01,1.46,1.20E-01,-1.40E-01,823,,,108.84,33.58,-29.57,21.3,4861,131,-146,4.574,0.054,-0.041,0.732,0.062,-0.068,283.22141,40.421829,15.289
6.365839713,8.06E-06,-8.06E-06,171.13575,1.00E-03,-1.00E-03,0.524,0.009,-0.46,2.9721,0.0408,-0.0408,7.81E+02,1.31E+01,-1.31E+01,2.44,6.00E-01,-2.10E-01,914,,,165.33,121.73,-40.81,70.8,5776,155,-155,4.554,0.042,-0.168,0.849,0.212,-0.071,291.14951,40.420521,15.09
5.97581754,1.12E-05,-1.12E-05,174.77602,1.37E-03,-1.37E-03,0.941,0.017,-0.618,3.065,0.185,-0.185,9.62E+02,2.35E+01,-2.35E+01,3.86,1.32E+00,-4.40E-01,1047,,,284.25,295.54,-90.93,50.3,6108,193,-214,4.471,0.054,-0.216,0.997,0.341,-0.114,294.22397,40.417858,15.546
2.446737317,3.09E-06,-3.09E-06,170.66951,1.04E-03,-1.04E-03,1.241,1.295,-0.135,4.7211,0.0546,-0.0546,1.18E+03,1.27E+01,-1.27E+01,26.25,6.90E+00,-2.47E+00,1261,,,597.19,461.45,-162.49,110.2,5764,154,-171,4.548,0.035,-0.184,0.863,0.227,-0.081,298.96112,40.862808,15.021
3.04033046,3.37E-07,-3.37E-07,169.9490106,8.86E-05,-8.86E-05,0.736,0.013,-0.024,1.8411,0.0168,-0.0168,1.09E+04,2.58E+01,-2.58E+01,8.99,8.00E-01,-9.90E-01,1021,,,257.29,86.59,-76.86,568.2,5035,151,-151,4.519,0.084,-0.063,0.791,0.071,-0.087,299.3161,40.82238,15.028
15.33528675,1.99E-05,-1.99E-05,174.00278,1.03E-03,-1.03E-03,0.773,0.006,-0.543,3.897,0.0771,-0.0771,3.08E+03,3.90E+01,-3.90E+01,5,4.90E-01,-1.80E-01,610,,,32.67,9.96,-4.63,86.6,5251,105,-105,4.581,0.01,-0.085,0.817,0.08,-0.029,292.23676,41.08588,15.855
7.95825328,7.67E-05,-7.67E-05,137.80219,7.67E-03,-7.67E-03,0.706,0.237,-0.494,4.377,0.229,-0.229,5.00E+01,3.70E+00,-3.70E+00,1.06,5.00E-02,-4.00E-02,1074,,,314.15,44.14,-35.07,14.7,5847,64,-75,4.191,0.02,-0.018,1.402,0.063,-0.046,297.02826,48.208611,12.487
31.33046135,3.98E-05,-3.98E-05,153.43031,1.03E-03,-1.03E-03,0.798,0.021,-0.043,5.176,0.102,-0.102,5.07E+03,4.84E+01,-4.84E+01,6.5,6.40E-01,-2.30E-01,481,,,12.61,3.84,-1.79,117.2,5251,105,-105,4.581,0.01,-0.085,0.817,0.08,-0.029,292.23676,41.08588,15.855
3.9043425,1.34E-06,-1.34E-06,173.393734,2.66E-04,-2.66E-04,0.709,0.011,-0.015,3.831,0.0271,-0.0271,1.62E+04,6.21E+01,-6.21E+01,12.28,3.56E+00,-1.19E+00,1104,,,351.05,298.42,-97.69,323.4,5810,157,-175,4.526,0.05,-0.2,0.898,0.26,-0.087,294.05676,40.549679,15.016
9.286358079,5.46E-07,-5.46E-07,171.8214689,4.50E-05,-4.50E-05,0.377,0.009,-0.009,3.49949,0.00533,-0.00533,4.48E+04,3.28E+01,-3.28E+01,17.61,4.05E+00,-1.87E+00,796,,,95.03,66.72,-27.73,1671.1,5670,169,-169,4.523,0.066,-0.154,0.821,0.189,-0.087,294.74396,40.53392,15.365
3.951405455,2.26E-06,-2.26E-06,173.276125,4.54E-04,-4.54E-04,1.276,6.027,-0.214,2.1862,0.0267,-0.0267,2.45E+03,2.52E+01,-2.52E+01,31.44,8.94E+00,-2.96E+00,1133,,,388.71,333.12,-106.59,117.2,6046,182,-182,4.539,0.048,-0.204,0.869,0.247,-0.082,295.50439,40.505489,15.446
23.65369415,1.75E-05,-1.75E-05,171.376107,6.03E-04,-6.03E-04,0.008,0.169,-0.008,8.2183,0.021,-0.021,3.34E+03,1.32E+01,-1.32E+01,7.89,1.38E+00,-1.52E+00,731,,,67.65,33.37,-26.59,266.3,5739,114,-103,4.191,0.162,-0.108,1.384,0.242,-0.266,287.89713,40.637821,15.084
13.23352214,4.50E-05,-4.50E-05,140.32196,2.75E-03,-2.75E-03,0.014,0.399,-0.014,6.7372,0.0875,-0.0875,5.05E+02,1.08E+01,-1.08E+01,3.06,5.40E-01,-5.80E-01,888,,,146.67,72.35,-57.65,49.1,5739,114,-103,4.191,0.162,-0.108,1.384,0.242,-0.266,287.89713,40.637821,15.084
6.15560285,2.70E-05,-2.70E-05,134.81656,3.45E-03,-3.45E-03,0.235,0.204,-0.235,4.9843,0.0994,-0.0994,2.85E+02,8.60E+00,-8.60E+00,2.32,4.00E-01,-4.50E-01,1146,,,406.94,200.73,-159.95,35.1,5739,114,-103,4.191,0.162,-0.108,1.384,0.242,-0.266,287.89713,40.637821,15.084
2.090811305,9.57E-06,-9.57E-06,134.17462,3.98E-03,-3.98E-03,0.746,0.053,-0.521,3.388,0.106,-0.106,1.16E+02,6.40E+00,-6.40E+00,1.62,2.80E-01,-3.20E-01,1642,,,1718.04,847.46,-675.28,19.9,5739,114,-103,4.191,0.162,-0.108,1.384,0.242,-0.266,287.89713,40.637821,15.084
3.180027898,7.28E-06,-7.28E-06,133.49863,1.81E-03,-1.81E-03,0.196,0.242,-0.196,3.5797,0.0558,-0.0558,1.20E+02,2.70E+00,-2.70E+00,1.53,7.00E-02,-5.00E-02,1458,,,1066.86,149.88,-119.09,50.4,5847,64,-75,4.191,0.02,-0.018,1.402,0.063,-0.046,297.02826,48.208611,12.487
50.4467417,6.51E-04,-6.51E-04,178.5014,1.03E-02,-1.03E-02,0.379,0.111,-0.378,7.159,0.247,-0.247,3.70E+02,2.01E+01,-2.01E+01,2.67,4.70E-01,-5.10E-01,568,,,24.64,12.16,-9.68,19.4,5739,114,-103,4.191,0.162,-0.108,1.384,0.242,-0.266,287.89713,40.637821,15.084
11.76307164,2.04E-05,-2.04E-05,180.93613,1.30E-03,-1.30E-03,0.048,0.393,-0.048,2.9076,0.05,-0.05,1.04E+03,2.39E+01,-2.39E+01,2.35,1.70E-01,-8.00E-02,616,,,33.99,8.24,-4.84,48.9,4959,99,,4.603,0.011,-0.06,0.756,0.054,-0.027,294.20215,40.66341,15.208
56.2279271,3.13E-04,-3.13E-04,132.29259,4.71E-03,-4.71E-03,0.7,0.208,-0.496,3.57,0.134,-0.134,8.63E+02,4.49E+01,-4.49E+01,2.37,1.70E-01,-9.00E-02,366,,,4.22,1.02,-0.6,20.9,4959,99,0,4.603,0.011,-0.06,0.756,0.054,-0.027,294.20215,40.66341,15.208
2.384052875,4.74E-06,-4.74E-06,171.58362,1.63E-03,-1.63E-03,1.178,5.685,-0.115,3.0918,0.0817,-0.0817,1.27E+03,2.99E+01,-2.99E+01,17.06,1.32E+00,-1.60E+00,1010,,,244.87,71.26,-67.02,50.5,4794,130,-144,4.58,0.063,-0.032,0.701,0.054,-0.066,299.64285,40.691238,15.836
7.953547,1.91E-05,-1.91E-05,174.66224,1.82E-03,-1.82E-03,0.3,0.145,-0.3,2.6312,0.0595,-0.0595,8.75E+02,2.53E+01,-2.53E+01,2.25,7.00E-02,-1.40E-01,696,,,55.37,7.15,-10.12,38.4,4768,76,-85,4.536,0.056,-0.016,0.779,0.023,-0.049,291.15878,40.750271,15.66
4.14451656,1.44E-05,-1.44E-05,135.92831,3.13E-03,-3.13E-03,0.004,0.471,-0.003,2.3421,0.0984,-0.0984,3.92E+02,1.98E+01,-1.98E+01,1.48,5.00E-02,-9.00E-02,864,,,132.08,17.05,-24.15,22.8,4768,76,-85,4.536,0.056,-0.016,0.779,0.023,-0.049,291.15878,40.750271,15.66
4.859386384,1.27E-06,-1.27E-06,173.011469,2.07E-04,-2.07E-04,1.259,1.089,-0.178,2.2757,0.0122,-0.0122,6.04E+03,2.72E+01,-2.72E+01,38.33,1.28E+01,-4.27E+00,1114,,,364.23,358.71,-118.09,269.7,6072,168,-232,4.47,0.056,-0.224,0.988,0.33,-0.11,292.21436,40.759762,15.311
10.52629458,1.78E-06,-1.78E-06,176.522462,1.36E-04,-1.36E-04,0.644,0.031,-0.045,2.5211,0.0257,-0.0257,9.77E+03,2.64E+01,-2.64E+01,8.24,1.48E+00,-8.00E-01,713,,,61.16,34.56,-16.93,482.3,5386,159,-159,4.553,0.056,-0.104,0.793,0.143,-0.077,293.87811,41.66177,15.305
